#"+EI Scan (rt: 8.002-8.095 min, 17 scans) Fent-5.D  Subtract "
#Point,X(Thompsons),Y(Counts)
0,40.1,117.662811279297
1,41.0,1726.89245605469
2,42.0,5866.95849609375
3,43.0,1127.00329589844
4,44.0,3030.71826171875
5,44.9,61.4619483947754
6,45.0,63.1875991821289
7,45.2,13.509838104248
8,49.9,151.905883789063
9,50.0,245.113250732422
10,51.0,1334.71899414063
11,52.0,468.872924804688
12,52.9,6.16971349716187
13,53.0,557.147766113281
14,53.9,11.633074760437
15,54.0,503.096923828125
16,54.1,153.262390136719
17,55.0,1390.21008300781
18,55.1,70.0277862548828
19,56.0,11.3940095901489
20,56.1,1395.93444824219
21,57.0,7465.1787109375
22,57.8,10.3954610824585
23,58.0,357.398529052734
24,59.0,78.9954681396484
25,61.8,11.4459981918335
26,62.0,124.325019836426
27,63.0,353.663269042969
28,63.0,333.383728027344
29,63.9,12.4246301651001
30,64.0,392.747467041016
31,65.0,2888.84375
32,66.0,668.222473144531
33,67.0,1343.11352539063
34,68.0,1664.12097167969
35,69.0,1577.466796875
36,70.0,2547.11157226563
37,70.9,21.7327575683594
38,71.0,281.902313232422
39,73.0,186.590515136719
40,73.9,79.2219390869141
41,74.0,125.518493652344
42,74.9,70.5328140258789
43,75.0,105.428283691406
44,75.2,18.0814399719238
45,76.0,261.935211181641
46,76.1,209.086990356445
47,77.0,9133.24609375
48,78.0,1896.91650390625
49,79.0,3459.53955078125
50,79.9,20.0681171417236
51,80.0,748.345031738281
52,81.0,391.996215820313
53,82.0,1403.82897949219
54,82.9,69.5910034179688
55,83.0,311.894989013672
56,84.0,332.653869628906
57,84.1,240.798278808594
58,84.9,137.377975463867
59,85.9,35.8274765014648
60,86.0,17.828685760498
61,86.9,28.8336906433105
62,87.1,13.8185558319092
63,88.0,10.975209236145
64,88.8,10.7104110717773
65,88.9,126.089500427246
66,89.0,404.724853515625
67,89.2,10.9721632003784
68,89.9,22.8801517486572
69,90.0,159.209014892578
70,90.1,336.714935302734
71,91.0,9162.5283203125
72,92.0,911.659912109375
73,92.1,547.81103515625
74,93.0,2885.67626953125
75,94.0,1777.63500976563
76,94.9,43.4552230834961
77,95.1,1055.70666503906
78,96.1,6653.453125
79,96.9,99.4164886474609
80,97.0,905.244262695313
81,98.0,240.501388549805
82,98.1,82.9273071289063
83,99.0,10.6510181427002
84,100.9,9.08826923370361
85,102.0,190.986526489258
86,102.1,153.900817871094
87,103.0,3190.69775390625
88,104.0,4772.5517578125
89,105.1,11562.21875
90,106.0,1380.76953125
91,106.1,813.196960449219
92,106.9,46.2920684814453
93,107.0,184.88655090332
94,107.9,25.9840812683105
95,108.0,101.626037597656
96,108.9,51.9423065185547
97,109.0,15.6628408432007
98,110.0,42.7050857543945
99,110.1,23.0402069091797
100,110.9,9.5034236907959
101,111.0,36.1797828674316
102,111.2,9.15151500701904
103,114.8,11.0952558517456
104,114.9,100.571296691895
105,115.0,536.370361328125
106,115.2,11.9858102798462
107,115.9,19.5874118804932
108,116.0,348.292999267578
109,116.1,15.0881729125977
110,117.0,2201.37451171875
111,117.1,37.2981338500977
112,118.1,4943.06201171875
113,119.0,1420.67895507813
114,119.1,25.306884765625
115,120.0,189.724136352539
116,120.1,496.156646728516
117,120.9,9.6553897857666
118,121.0,31.8324508666992
119,126.9,47.9827003479004
120,127.9,51.3407135009766
121,128.0,225.417617797852
122,129.0,329.815124511719
123,129.1,20.0610008239746
124,130.1,5284.89990234375
125,131.0,3064.77099609375
126,132.1,7160.0166015625
127,133.0,194.33837890625
128,133.1,982.900512695313
129,134.0,195.54460144043
130,134.1,303.104736328125
131,135.1,38.5033264160156
132,137.1,33.191032409668
133,138.1,9.05195903778076
134,138.9,34.8230285644531
135,139.0,542.007202148438
136,139.9,33.7538261413574
137,140.1,23.074520111084
138,140.9,36.1325988769531
139,141.0,70.508544921875
140,142.0,33.0665969848633
141,143.0,221.58122253418
142,143.1,74.18017578125
143,144.0,690.07666015625
144,144.1,417.590057373047
145,145.0,414.327392578125
146,145.1,419.965393066406
147,146.1,33306.4609375
148,147.1,3956.14013671875
149,147.9,26.485237121582
150,148.1,443.7001953125
151,148.1,109.412658691406
152,148.9,34.5240249633789
153,149.0,306.225219726563
154,149.2,11.8567190170288
155,149.8,9.23238754272461
156,150.0,300.740478515625
157,151.9,39.3641052246094
158,153.9,9.74468803405762
159,154.9,38.9229583740234
160,155.0,36.9911956787109
161,155.9,43.0917816162109
162,156.1,124.362854003906
163,156.8,9.65974140167236
164,157.0,73.1344146728516
165,157.0,140.968338012695
166,157.2,11.1094779968262
167,157.9,52.1657638549805
168,158.1,2919.53369140625
169,159.0,781.688110351563
170,159.1,213.301467895508
171,160.1,1436.56811523438
172,161.0,31.7969188690186
173,161.1,215.623825073242
174,162.8,8.87479400634766
175,164.9,24.2019157409668
176,165.1,9.46320056915283
177,166.9,22.5587368011475
178,168.1,12.3257875442505
179,170.0,22.3296356201172
180,170.1,36.3665046691895
181,171.0,28.8455371856689
182,171.1,24.931661605835
183,171.8,16.1406726837158
184,172.0,61.8874015808105
185,172.1,190.712936401367
186,172.9,25.4818134307861
187,173.0,129.292709350586
188,173.2,68.1498870849609
189,174.0,30.8500194549561
190,178.1,10.1608839035034
191,182.1,12.582537651062
192,184.0,300.873413085938
193,184.1,196.860092163086
194,184.3,25.2418594360352
195,185.0,108.668960571289
196,185.1,277.171356201172
197,186.1,1383.94677734375
198,187.0,146.555068969727
199,187.1,1100.91003417969
200,188.1,2096.21899414063
201,189.1,20534.31640625
202,190.1,1134.52856445313
203,190.1,1733.25463867188
204,191.0,161.844879150391
205,191.1,103.025680541992
206,199.9,12.7818918228149
207,200.0,13.2359189987183
208,200.2,12.6296062469482
209,200.9,10.6649770736694
210,201.1,63.1745681762695
211,202.1,7197.298828125
212,203.1,1078.35461425781
213,203.9,27.6392765045166
214,204.1,36.069751739502
215,204.2,36.2397422790527
216,215.0,178.490463256836
217,215.9,3.57023906707764
218,216.0,349.735076904297
219,216.3,9.01884460449219
