#"+EI Scan (rt: 8.923-9.004 min, 15 scans) CM1-5-9.D  Subtract "
#Point,X(Thompsons),Y(Counts)
0,40.1,408.270599365234
1,41.1,10783.181640625
2,42.1,6952.548828125
3,43.0,133.9912109375
4,43.0,959.425598144531
5,44.0,2484.64453125
6,45.0,15.7150707244873
7,45.1,11.5312547683716
8,48.9,11.0535345077515
9,49.9,44.8742942810059
10,50.0,310.295959472656
11,50.1,36.5171127319336
12,51.0,1102.85681152344
13,51.1,205.35791015625
14,52.0,397.115844726563
15,52.1,88.40087890625
16,53.0,341.801971435547
17,53.1,169.16340637207
18,54.0,663.6923828125
19,55.0,1575.53564453125
20,55.9,21.677282333374
21,56.0,1142.46606445313
22,57.0,825.148986816406
23,57.1,10.7018041610718
24,57.9,66.3464660644531
25,58.0,50.4981460571289
26,58.3,15.3630838394165
27,58.8,50.9127044677734
28,59.0,23.6590423583984
29,59.2,11.9975833892822
30,61.8,10.4017362594604
31,62.0,64.8191299438477
32,62.1,91.4373779296875
33,62.9,48.7541618347168
34,63.0,625.10400390625
35,63.2,12.2291746139526
36,63.9,81.5641784667969
37,64.1,352.002807617188
38,65.0,2814.96728515625
39,65.9,194.670440673828
40,66.0,325.072082519531
41,67.0,466.301544189453
42,67.1,747.735717773438
43,68.1,1942.58239746094
44,69.0,20613.228515625
45,70.0,2934.7861328125
46,70.9,10.9589548110962
47,71.0,270.011077880859
48,72.0,14.1577444076538
49,72.9,12.5118598937988
50,73.9,59.951301574707
51,74.0,70.0920486450195
52,75.0,146.431945800781
53,75.2,33.5888023376465
54,75.7,11.1858491897583
55,75.9,35.5477828979492
56,76.0,198.089904785156
57,76.1,223.593612670898
58,77.0,8673.38671875
59,77.9,161.584930419922
60,78.0,1722.17260742188
61,79.0,2754.24072265625
62,80.0,409.138702392578
63,80.1,308.129608154297
64,80.8,13.9369106292725
65,81.0,205.806259155273
66,81.1,99.3510360717773
67,81.9,15.410361289978
68,82.0,1312.63659667969
69,82.9,137.270950317383
70,83.0,144.467010498047
71,83.2,27.3492069244385
72,83.8,13.2113828659058
73,83.9,154.748245239258
74,84.1,284.206848144531
75,84.1,23.7562847137451
76,85.0,16.1186199188232
77,88.1,10.1311149597168
78,89.0,548.209228515625
79,89.1,205.144638061523
80,89.9,17.3162784576416
81,90.1,325.266937255859
82,90.1,222.440353393555
83,91.0,11657.49609375
84,92.0,657.015197753906
85,92.1,735.953857421875
86,92.9,93.3318710327148
87,93.0,2595.58862304688
88,93.9,22.7631740570068
89,94.0,1405.20349121094
90,94.9,13.6577177047729
91,95.0,337.814361572266
92,95.1,560.805358886719
93,95.2,15.1782579421997
94,96.1,5812.77490234375
95,96.9,34.302116394043
96,97.1,720.769104003906
97,97.2,44.2338485717773
98,98.0,296.282623291016
99,98.1,103.80908203125
100,102.0,103.386604309082
101,102.1,208.918869018555
102,102.1,59.8202171325684
103,103.0,2899.64575195313
104,104.0,3996.24584960938
105,105.0,520.768981933594
106,105.1,9302.3935546875
107,105.9,53.4646759033203
108,106.0,1555.59936523438
109,106.8,11.5798597335815
110,107.0,125.246482849121
111,107.1,15.9663343429565
112,108.0,110.129585266113
113,109.0,10.9002170562744
114,109.1,22.5529346466064
115,109.9,10.076509475708
116,110.1,10.0710887908936
117,110.2,14.5666408538818
118,111.0,17.7855129241943
119,111.2,11.0749263763428
120,111.9,37.163688659668
121,112.1,15.6167459487915
122,114.9,121.327583312988
123,115.0,390.140533447266
124,115.1,133.067840576172
125,115.8,89.7196426391602
126,116.0,149.64909362793
127,116.1,82.2921676635742
128,117.0,1651.52770996094
129,118.0,1479.05517578125
130,118.1,1624.61328125
131,119.0,1054.00231933594
132,119.8,40.1775856018066
133,119.9,158.117141723633
134,120.1,273.936492919922
135,120.2,80.8046417236328
136,120.9,13.8736591339111
137,126.9,23.7274532318115
138,127.1,12.4139518737793
139,127.9,47.203254699707
140,128.0,142.486480712891
141,128.7,11.5445365905762
142,129.0,144.223098754883
